189.92	11.395199999999999	0.0	201.31519999999998	
246.87999999999997	14.812799999999998	0.0	261.6928	
559.78	33.5868	83.967	509.39979999999997	
104.94999999999999	6.296999999999999	15.742499999999998	95.5045	
77.97	4.6781999999999995	0.0	82.6482	
77.97	4.6781999999999995	11.6955	70.95270000000001	
51.98	3.1188	5.198	49.9008	
597.77	35.8662	0.0	633.6362	
77.97	4.6781999999999995	0.0	82.6482	
103.3	6.1979999999999995	0.0	109.49799999999999	
103.96	6.2376	0.0	110.1976	
1200.0	72.0	0.0	1272.0	
454.52	27.271199999999997	0.0	481.7912	
454.52	27.271199999999997	0.0	481.7912	
454.52	27.271199999999997	0.0	481.7912	
454.52	27.271199999999997	0.0	481.7912	
454.52	27.271199999999997	0.0	481.7912		
